csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
digamma_n7d2_s2_uniform_rational_ulp.csv,digamma,rational,7d2,2,bf16,0.06,5.24,1,[0.01,102.0]
digamma_n7d6_s2_uniform_rational_ulp.csv,digamma,rational,7d6,2,bf16,0.00,6.57,1,[0.01,102.0]
digamma_n8d2_s1_uniform_rational_ulp.csv,digamma,rational,8d2,1,bf16,1.00,3.42,1,[0.01,102.0]
digamma_n8d4_s1_uniform_rational_ulp.csv,digamma,rational,8d4,1,bf16,1.00,3.75,1,[0.01,102.0]
digamma_n8d6_s1_uniform_rational_ulp.csv,digamma,rational,8d6,1,bf16,1.00,4.08,1,[0.01,102.0]
digamma_n8d8_s2_uniform_rational_ulp.csv,digamma,rational,8d8,2,bf16,0.00,7.56,1,[0.01,102.0]
digamma_n9d2_s2_uniform_rational_ulp.csv,digamma,rational,9d2,2,bf16,0.03,5.80,1,[0.01,102.0]
digamma_n9d5_s2_uniform_rational_ulp.csv,digamma,rational,9d5,2,bf16,0.00,6.91,1,[0.01,102.0]
digamma_p10_s16_uniform_any_ulp.csv,digamma,poly,10,16,bf16,45.00,14.53,1,[0.01,102.0]
digamma_p10_s3_uniform_any_ulp.csv,digamma,poly,10,3,bf16,45.00,4.24,1,[0.01,102.0]
digamma_p11_s1_uniform_any_ulp.csv,digamma,poly,11,1,bf16,201.09,1.70,1,[0.01,102.0]
digamma_p11_s4_uniform_any_ulp.csv,digamma,poly,11,4,bf16,45.00,5.18,1,[0.01,102.0]
digamma_p12_s2_uniform_any_ulp.csv,digamma,poly,12,2,bf16,45.00,3.46,1,[0.01,102.0]
digamma_p12_s8_uniform_any_ulp.csv,digamma,poly,12,8,bf16,45.00,9.88,1,[0.01,102.0]
digamma_p13_s32_uniform_any_ulp.csv,digamma,poly,13,32,bf16,45.00,23.49,1,[0.01,102.0]
digamma_p14_s16_uniform_any_ulp.csv,digamma,poly,14,16,bf16,45.00,14.86,1,[0.01,102.0]
digamma_p14_s3_uniform_any_ulp.csv,digamma,poly,14,3,bf16,45.00,4.24,1,[0.01,102.0]
digamma_p15_s1_uniform_any_ulp.csv,digamma,poly,15,1,bf16,201.09,1.69,1,[0.01,102.0]
digamma_p15_s4_uniform_any_ulp.csv,digamma,poly,15,4,bf16,45.00,5.18,1,[0.01,102.0]
digamma_p16_s2_uniform_any_ulp.csv,digamma,poly,16,2,bf16,45.00,3.46,1,[0.01,102.0]
digamma_p16_s8_uniform_any_ulp.csv,digamma,poly,16,8,bf16,45.00,9.99,1,[0.01,102.0]
digamma_p1_s32_uniform_any_ulp.csv,digamma,poly,1,32,bf16,201.02,15.68,1,[0.01,102.0]
digamma_p2_s16_uniform_any_ulp.csv,digamma,poly,2,16,bf16,201.02,9.47,1,[0.01,102.0]
digamma_p2_s3_uniform_any_ulp.csv,digamma,poly,2,3,bf16,201.02,2.27,1,[0.01,102.0]
digamma_p3_s1_uniform_any_ulp.csv,digamma,poly,3,1,bf16,201.09,1.70,1,[0.01,102.0]
digamma_p3_s4_uniform_any_ulp.csv,digamma,poly,3,4,bf16,201.02,3.19,1,[0.01,102.0]
digamma_p4_s2_uniform_any_ulp.csv,digamma,poly,4,2,bf16,201.02,2.06,1,[0.01,102.0]
digamma_p4_s8_uniform_any_ulp.csv,digamma,poly,4,8,bf16,201.02,5.70,1,[0.01,102.0]
digamma_p5_s32_uniform_any_ulp.csv,digamma,poly,5,32,bf16,201.02,17.32,1,[0.01,102.0]
digamma_p6_s16_uniform_any_ulp.csv,digamma,poly,6,16,bf16,201.02,10.29,1,[0.01,102.0]
digamma_p6_s3_uniform_any_ulp.csv,digamma,poly,6,3,bf16,201.02,2.91,1,[0.01,102.0]
digamma_p7_s1_uniform_any_ulp.csv,digamma,poly,7,1,bf16,201.09,1.69,1,[0.01,102.0]
digamma_p7_s4_uniform_any_ulp.csv,digamma,poly,7,4,bf16,201.02,3.63,1,[0.01,102.0]
digamma_p8_s2_uniform_any_ulp.csv,digamma,poly,8,2,bf16,201.02,2.37,1,[0.01,102.0]
digamma_p8_s8_uniform_any_ulp.csv,digamma,poly,8,8,bf16,201.02,7.56,1,[0.01,102.0]
digamma_p9_s32_uniform_any_ulp.csv,digamma,poly,9,32,bf16,201.02,21.84,1,[0.01,102.0]
elu_p10_s1_uniform_any_ulp.csv,elu,poly,10,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p11_s1_uniform_any_ulp.csv,elu,poly,11,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p12_s1_uniform_any_ulp.csv,elu,poly,12,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p14_s1_uniform_any_ulp.csv,elu,poly,14,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p1_s16_uniform_any_ulp.csv,elu,poly,1,16,bf16,3.12,6.97,1,[-10.0,10.0]
elu_p1_s3_uniform_any_ulp.csv,elu,poly,1,3,bf16,13.12,2.04,1,[-10.0,10.0]
elu_p2_s1_uniform_any_ulp.csv,elu,poly,2,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p2_s4_uniform_any_ulp.csv,elu,poly,2,4,bf16,3.88,2.48,1,[-10.0,10.0]
elu_p3_s2_uniform_any_ulp.csv,elu,poly,3,2,bf16,3.38,1.94,1,[-10.0,10.0]
elu_p3_s8_uniform_any_ulp.csv,elu,poly,3,8,bf16,0.19,4.40,1,[-10.0,10.0]
elu_p4_s32_uniform_any_ulp.csv,elu,poly,4,32,bf16,0.06,14.35,1,[-10.0,10.0]
elu_p5_s16_uniform_any_ulp.csv,elu,poly,5,16,bf16,0.06,8.40,1,[-10.0,10.0]
elu_p5_s4_uniform_any_ulp.csv,elu,poly,5,4,bf16,0.06,2.75,1,[-10.0,10.0]
elu_p6_s2_uniform_any_ulp.csv,elu,poly,6,2,bf16,0.19,2.22,1,[-10.0,10.0]
elu_p7_s1_uniform_any_ulp.csv,elu,poly,7,1,bf16,144.00,0.13,1,[-10.0,10.0]
elu_p7_s8_uniform_any_ulp.csv,elu,poly,7,8,bf16,0.06,5.00,1,[-10.0,10.0]
elu_p8_s4_uniform_any_ulp.csv,elu,poly,8,4,bf16,0.06,3.08,1,[-10.0,10.0]
elu_p9_s4_uniform_any_ulp.csv,elu,poly,9,4,bf16,0.06,3.08,1,[-10.0,10.0]
erf_n10d3_s1_uniform_rational_ulp.csv,erf,rational,10d3,1,bf16,1.50,3.92,1,[-10.0,10.0]
erf_n11d2_s1_uniform_rational_ulp.csv,erf,rational,11d2,1,bf16,1.00,3.92,1,[-10.0,10.0]
erf_n12d3_s1_uniform_rational_ulp.csv,erf,rational,12d3,1,bf16,23.00,4.30,1,[-10.0,10.0]
erf_n13d3_s1_uniform_rational_ulp.csv,erf,rational,13d3,1,bf16,1.00,3.04,1,[-10.0,10.0]
erf_n15d15_s1_uniform_rational_ulp.csv,erf,rational,15d15,1,bf16,0.00,4.20,1,[-10.0,10.0]
erf_n3d1_s1_uniform_rational_ulp.csv,erf,rational,3d1,1,bf16,82.00,2.07,1,[-10.0,10.0]
erf_n4d2_s1_uniform_rational_ulp.csv,erf,rational,4d2,1,bf16,7.50,2.22,1,[-10.0,10.0]
erf_n5d2_s1_uniform_rational_ulp.csv,erf,rational,5d2,1,bf16,16.00,2.93,1,[-10.0,10.0]
erf_n6d2_s1_uniform_rational_ulp.csv,erf,rational,6d2,1,bf16,2.50,2.38,1,[-10.0,10.0]
erf_n6d6_s1_uniform_rational_ulp.csv,erf,rational,6d6,1,bf16,100.28,3.75,1,[-10.0,10.0]
erf_n7d4_s1_uniform_rational_ulp.csv,erf,rational,7d4,1,bf16,1.50,2.71,1,[-10.0,10.0]
erf_n8d2_s1_uniform_rational_ulp.csv,erf,rational,8d2,1,bf16,245.50,3.36,1,[-10.0,10.0]
erf_n8d6_s1_uniform_rational_ulp.csv,erf,rational,8d6,1,bf16,0.50,2.87,1,[-10.0,10.0]
erf_n9d2_s1_uniform_rational_ulp.csv,erf,rational,9d2,1,bf16,1.50,3.59,1,[-10.0,10.0]
erf_n9d7_s1_uniform_rational_ulp.csv,erf,rational,9d7,1,bf16,0.50,3.04,1,[-10.0,10.0]
erf_p11_s1_uniform_any_ulp.csv,erf,poly,11,1,bf16,27.00,2.41,1,[-10.0,10.0]
erf_p13_s1_uniform_any_ulp.csv,erf,poly,13,1,bf16,20.00,2.43,1,[-10.0,10.0]
erf_p1_s32_uniform_any_ulp.csv,erf,poly,1,32,bf16,4.50,12.61,1,[-10.0,10.0]
erf_p2_s16_uniform_any_ulp.csv,erf,poly,2,16,bf16,25.00,7.21,1,[-10.0,10.0]
erf_p2_s3_uniform_any_ulp.csv,erf,poly,2,3,bf16,128.00,2.22,1,[-10.0,10.0]
erf_p3_s1_uniform_any_ulp.csv,erf,poly,3,1,bf16,128.00,1.71,1,[-10.0,10.0]
erf_p3_s4_uniform_any_ulp.csv,erf,poly,3,4,bf16,53.00,2.58,1,[-10.0,10.0]
erf_p4_s2_uniform_any_ulp.csv,erf,poly,4,2,bf16,82.00,2.02,1,[-10.0,10.0]
erf_p5_s16_uniform_any_ulp.csv,erf,poly,5,16,bf16,0.50,9.00,1,[-10.0,10.0]
erf_p5_s4_uniform_any_ulp.csv,erf,poly,5,4,bf16,30.50,2.95,1,[-10.0,10.0]
erf_p6_s32_uniform_any_ulp.csv,erf,poly,6,32,bf16,1.00,15.01,1,[-10.0,10.0]
erf_p7_s1_uniform_any_ulp.csv,erf,poly,7,1,bf16,49.00,2.00,1,[-10.0,10.0]
erf_p7_s8_uniform_any_ulp.csv,erf,poly,7,8,bf16,1.50,4.70,1,[-10.0,10.0]
erf_p8_s4_uniform_any_ulp.csv,erf,poly,8,4,bf16,16.50,3.28,1,[-10.0,10.0]
erf_p9_s2_uniform_any_ulp.csv,erf,poly,9,2,bf16,36.00,2.98,1,[-10.0,10.0]
erfc_n10d1_s2_uniform_rational_ulp.csv,erfc,rational,10d1,2,bf16,11.75,5.80,1,[-5.0,5.0]
erfc_n10d3_s2_uniform_rational_ulp.csv,erfc,rational,10d3,2,bf16,1.75,6.46,1,[-5.0,5.0]
erfc_n10d5_s2_uniform_rational_ulp.csv,erfc,rational,10d5,2,bf16,2.25,7.12,1,[-5.0,5.0]
erfc_n11d2_s1_uniform_rational_ulp.csv,erfc,rational,11d2,1,bf16,14.00,3.92,1,[-5.0,5.0]
erfc_n11d4_s1_uniform_rational_ulp.csv,erfc,rational,11d4,1,bf16,1.50,4.25,1,[-5.0,5.0]
erfc_n12d1_s1_uniform_rational_ulp.csv,erfc,rational,12d1,1,bf16,82.00,3.92,1,[-5.0,5.0]
erfc_n12d3_s1_uniform_rational_ulp.csv,erfc,rational,12d3,1,bf16,13.00,4.25,1,[-5.0,5.0]
erfc_n13d1_s1_uniform_rational_ulp.csv,erfc,rational,13d1,1,bf16,64.00,4.09,1,[-5.0,5.0]
erfc_n13d3_s1_uniform_rational_ulp.csv,erfc,rational,13d3,1,bf16,6.00,4.42,1,[-5.0,5.0]
erfc_n14d2_s2_uniform_rational_ulp.csv,erfc,rational,14d2,2,bf16,206.00,7.35,1,[-5.0,5.0]
erfc_n2d1_s1_uniform_rational_ulp.csv,erfc,rational,2d1,1,bf16,128.00,2.28,1,[-5.0,5.0]
erfc_n3d2_s1_uniform_rational_ulp.csv,erfc,rational,3d2,1,bf16,128.00,2.49,1,[-5.0,5.0]
erfc_n4d1_s2_uniform_rational_ulp.csv,erfc,rational,4d1,2,bf16,62.89,3.81,1,[-5.0,5.0]
erfc_n4d4_s3_uniform_rational_ulp.csv,erfc,rational,4d4,3,bf16,0.50,6.78,1,[-5.0,5.0]
erfc_n5d3_s2_uniform_rational_ulp.csv,erfc,rational,5d3,2,bf16,48.44,4.80,1,[-5.0,5.0]
erfc_n5d5_s2_uniform_rational_ulp.csv,erfc,rational,5d5,2,bf16,191.25,5.52,1,[-5.0,5.0]
erfc_n6d3_s1_uniform_rational_ulp.csv,erfc,rational,6d3,1,bf16,111.00,3.26,1,[-5.0,5.0]
erfc_n6d5_s1_uniform_rational_ulp.csv,erfc,rational,6d5,1,bf16,104.00,3.59,1,[-5.0,5.0]
erfc_n7d1_s1_uniform_rational_ulp.csv,erfc,rational,7d1,1,bf16,125.00,3.09,1,[-5.0,5.0]
erfc_n7d3_s1_uniform_rational_ulp.csv,erfc,rational,7d3,1,bf16,72.00,3.42,1,[-5.0,5.0]
erfc_n7d5_s1_uniform_rational_ulp.csv,erfc,rational,7d5,1,bf16,23.75,3.75,1,[-5.0,5.0]
erfc_n7d7_s1_uniform_rational_ulp.csv,erfc,rational,7d7,1,bf16,17.50,4.09,1,[-5.0,5.0]
erfc_n8d2_s2_uniform_rational_ulp.csv,erfc,rational,8d2,2,bf16,12.00,5.46,1,[-5.0,5.0]
erfc_n8d4_s2_uniform_rational_ulp.csv,erfc,rational,8d4,2,bf16,4.00,6.13,1,[-5.0,5.0]
erfc_n8d6_s2_uniform_rational_ulp.csv,erfc,rational,8d6,2,bf16,3.50,6.70,1,[-5.0,5.0]
erfc_n8d8_s2_uniform_rational_ulp.csv,erfc,rational,8d8,2,bf16,64.00,6.35,1,[-5.0,5.0]
erfc_n9d2_s2_uniform_rational_ulp.csv,erfc,rational,9d2,2,bf16,2.25,5.80,1,[-5.0,5.0]
erfc_n9d4_s2_uniform_rational_ulp.csv,erfc,rational,9d4,2,bf16,0.75,6.47,1,[-5.0,5.0]
erfc_n9d6_s2_uniform_rational_ulp.csv,erfc,rational,9d6,2,bf16,2.00,7.07,1,[-5.0,5.0]
erfc_p10_s2_uniform_any_ulp.csv,erfc,poly,10,2,bf16,64.00,3.35,1,[-5.0,5.0]
erfc_p1_s16_uniform_any_ulp.csv,erfc,poly,1,16,bf16,2.75,7.81,1,[-5.0,5.0]
erfc_p1_s3_uniform_any_ulp.csv,erfc,poly,1,3,bf16,73.50,2.26,1,[-5.0,5.0]
erfc_p2_s1_uniform_any_ulp.csv,erfc,poly,2,1,bf16,128.00,1.75,1,[-5.0,5.0]
erfc_p2_s4_uniform_any_ulp.csv,erfc,poly,2,4,bf16,46.12,2.97,1,[-5.0,5.0]
erfc_p3_s2_uniform_any_ulp.csv,erfc,poly,3,2,bf16,64.00,2.22,1,[-5.0,5.0]
erfc_p3_s8_uniform_any_ulp.csv,erfc,poly,3,8,bf16,0.75,5.64,1,[-5.0,5.0]
erfc_p4_s3_uniform_any_ulp.csv,erfc,poly,4,3,bf16,6.50,2.92,1,[-5.0,5.0]
erfc_p5_s1_uniform_any_ulp.csv,erfc,poly,5,1,bf16,128.00,1.86,1,[-5.0,5.0]
erfc_p5_s8_uniform_any_ulp.csv,erfc,poly,5,8,bf16,0.50,6.75,1,[-5.0,5.0]
erfc_p6_s4_uniform_any_ulp.csv,erfc,poly,6,4,bf16,0.50,4.19,1,[-5.0,5.0]
erfc_p7_s3_uniform_any_ulp.csv,erfc,poly,7,3,bf16,1.16,3.58,1,[-5.0,5.0]
erfc_p8_s3_uniform_any_ulp.csv,erfc,poly,8,3,bf16,1.16,3.80,1,[-5.0,5.0]
erfc_p9_s3_uniform_any_ulp.csv,erfc,poly,9,3,bf16,1.16,3.91,1,[-5.0,5.0]
erfinv_n10d4_s1_uniform_rational_ulp.csv,erfinv,rational,10d4,1,bf16,0.06,2.88,1,[-0.99,0.99]
erfinv_n11d2_s1_uniform_rational_ulp.csv,erfinv,rational,11d2,1,bf16,1.00,2.87,1,[-0.99,0.99]
erfinv_n12d1_s1_uniform_rational_ulp.csv,erfinv,rational,12d1,1,bf16,3.00,2.82,1,[-0.99,0.99]
erfinv_n13d1_s1_uniform_rational_ulp.csv,erfinv,rational,13d1,1,bf16,2.00,2.87,1,[-0.99,0.99]
erfinv_n14d2_s1_uniform_rational_ulp.csv,erfinv,rational,14d2,1,bf16,0.50,3.04,1,[-0.99,0.99]
erfinv_n2d2_s1_uniform_rational_ulp.csv,erfinv,rational,2d2,1,bf16,17.00,2.08,1,[-0.99,0.99]
erfinv_n4d1_s1_uniform_rational_ulp.csv,erfinv,rational,4d1,1,bf16,29.00,2.17,1,[-0.99,0.99]
erfinv_n5d1_s1_uniform_rational_ulp.csv,erfinv,rational,5d1,1,bf16,13.00,2.22,1,[-0.99,0.99]
erfinv_n5d5_s1_uniform_rational_ulp.csv,erfinv,rational,5d5,1,bf16,1.00,2.54,1,[-0.99,0.99]
erfinv_n6d4_s1_uniform_rational_ulp.csv,erfinv,rational,6d4,1,bf16,1.00,2.54,1,[-0.99,0.99]
erfinv_n7d2_s1_uniform_rational_ulp.csv,erfinv,rational,7d2,1,bf16,1.00,2.54,1,[-0.99,0.99]
erfinv_n7d6_s1_uniform_rational_ulp.csv,erfinv,rational,7d6,1,bf16,0.06,2.87,1,[-0.99,0.99]
erfinv_n8d3_s1_uniform_rational_ulp.csv,erfinv,rational,8d3,1,bf16,1.00,2.54,1,[-0.99,0.99]
erfinv_n8d7_s1_uniform_rational_ulp.csv,erfinv,rational,8d7,1,bf16,0.06,2.86,1,[-0.99,0.99]
erfinv_n9d3_s1_uniform_rational_ulp.csv,erfinv,rational,9d3,1,bf16,1.00,2.71,1,[-0.99,0.99]
erfinv_n9d7_s1_uniform_rational_ulp.csv,erfinv,rational,9d7,1,bf16,0.03,3.04,1,[-0.99,0.99]
erfinv_p2_s16_uniform_any_ulp.csv,erfinv,poly,2,16,bf16,5.00,9.93,1,[-0.99,0.99]
exp2_n10d2_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d2,1,bf16,0.50,3.65,1,[-7.0,7.0]
exp2_n10d4_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d4,1,bf16,0.00,3.97,1,[-7.0,7.0]
exp2_n10d6_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,10d6,1,bf16,0.00,4.31,1,[-7.0,7.0]
exp2_n11d2_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,11d2,1,bf16,0.04,3.81,1,[-7.0,7.0]
exp2_n11d4_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,11d4,1,bf16,0.00,4.14,1,[-7.0,7.0]
exp2_n12d1_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,12d1,1,bf16,0.91,3.86,1,[-7.0,7.0]
exp2_n12d3_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,12d3,1,bf16,0.00,4.14,1,[-7.0,7.0]
exp2_n13d1_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,13d1,1,bf16,0.50,4.02,1,[-7.0,7.0]
exp2_n13d3_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,13d3,1,bf16,0.00,4.30,1,[-7.0,7.0]
exp2_n14d2_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,14d2,1,bf16,0.00,4.30,1,[-7.0,7.0]
exp2_n1d1_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,1d1,1,bf16,244.62,2.13,1,[-7.0,7.0]
exp2_n2d2_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,2d2,1,bf16,111.88,2.44,1,[-7.0,7.0]
exp2_n3d2_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,3d2,1,bf16,73.00,2.50,1,[-7.0,7.0]
exp2_n4d1_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,4d1,1,bf16,127.00,2.53,1,[-7.0,7.0]
exp2_n4d3_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,4d3,1,bf16,33.00,2.82,1,[-7.0,7.0]
exp2_n5d1_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,5d1,1,bf16,28.00,2.69,1,[-7.0,7.0]
exp2_n5d3_s1_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,5d3,1,bf16,19.50,2.98,1,[-7.0,7.0]
exp2_n5d4_s3_uniform_rational_ulp.csv,exp2,rational,5d4,3,bf16,0.00,7.17,1,[-7.0,7.0]
exp2_n6d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d1,2,bf16,6.00,4.41,1,[-7.0,7.0]
exp2_n6d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d3,2,bf16,10.50,4.97,1,[-7.0,7.0]
exp2_n6d5_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,6d5,2,bf16,1.00,5.63,1,[-7.0,7.0]
exp2_n7d1_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d1,2,bf16,13.62,4.74,1,[-7.0,7.0]
exp2_n7d3_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d3,2,bf16,1.50,5.30,1,[-7.0,7.0]
exp2_n7d5_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d5,2,bf16,0.50,5.96,1,[-7.0,7.0]
exp2_n7d7_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,7d7,2,bf16,0.00,6.62,1,[-7.0,7.0]
exp2_n8d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d2,2,bf16,2.00,5.30,1,[-7.0,7.0]
exp2_n8d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d4,2,bf16,0.00,5.96,1,[-7.0,7.0]
exp2_n8d6_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d6,2,bf16,0.00,6.63,1,[-7.0,7.0]
exp2_n8d8_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,8d8,2,bf16,0.00,7.29,1,[-7.0,7.0]
exp2_n9d2_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d2,2,bf16,1.00,5.63,1,[-7.0,7.0]
exp2_n9d4_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d4,2,bf16,0.00,6.29,1,[-7.0,7.0]
exp2_n9d6_s2_uniform_rational_ulp.csv,exp2,exponent_alu_exp2,9d6,2,bf16,0.00,7.02,1,[-7.0,7.0]
exp2_p10_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,10,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p10_s4_uniform_any_ulp.csv,exp2,exponent_alu_exp2,10,4,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p11_s2_uniform_any_ulp.csv,exp2,exponent_alu_exp2,11,2,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p11_s8_uniform_any_ulp.csv,exp2,exponent_alu_exp2,11,8,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p12_s32_uniform_any_ulp.csv,exp2,exponent_alu_exp2,12,32,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p13_s16_uniform_any_ulp.csv,exp2,exponent_alu_exp2,13,16,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p13_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,13,3,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p14_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,14,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p14_s4_uniform_any_ulp.csv,exp2,exponent_alu_exp2,14,4,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p15_s2_uniform_any_ulp.csv,exp2,exponent_alu_exp2,15,2,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p15_s8_uniform_any_ulp.csv,exp2,exponent_alu_exp2,15,8,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p16_s32_uniform_any_ulp.csv,exp2,exponent_alu_exp2,16,32,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p1_s16_uniform_any_ulp.csv,exp2,exponent_alu_exp2,1,16,bf16,4.00,1.98,1,[-7.0,7.0]
exp2_p1_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,1,3,bf16,4.00,1.98,1,[-7.0,7.0]
exp2_p2_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,2,1,bf16,0.50,1.95,1,[-7.0,7.0]
exp2_p2_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,2,3,bf16,0.50,1.95,1,[-7.0,7.0]
exp2_p3_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,3,1,bf16,0.02,2.18,1,[-7.0,7.0]
exp2_p3_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,3,3,bf16,0.02,2.18,1,[-7.0,7.0]
exp2_p4_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,4,1,bf16,0.00,2.13,1,[-7.0,7.0]
exp2_p4_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,4,3,bf16,0.00,2.13,1,[-7.0,7.0]
exp2_p5_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,5,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p5_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,5,3,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p6_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,6,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p6_s3_uniform_any_ulp.csv,exp2,poly,6,3,bf16,0.25,3.80,1,[-7.0,7.0]
exp2_p7_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,7,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p7_s3_uniform_any_ulp.csv,exp2,exponent_alu_exp2,7,3,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p8_s1_uniform_any_ulp.csv,exp2,exponent_alu_exp2,8,1,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p8_s4_uniform_any_ulp.csv,exp2,exponent_alu_exp2,8,4,bf16,-,FAILED,1,[-7.0,7.0]
exp2_p9_s2_uniform_any_ulp.csv,exp2,poly,9,2,bf16,0.00,3.52,1,[-7.0,7.0]
exp2_p9_s8_uniform_any_ulp.csv,exp2,exponent_alu_exp2,9,8,bf16,-,FAILED,1,[-7.0,7.0]
exp_n10d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d2,2,bf16,110.00,5.96,1,[-10.0,10.0]
exp_n10d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d4,2,bf16,44.00,6.62,1,[-10.0,10.0]
exp_n10d6_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,10d6,2,bf16,9.00,7.29,1,[-10.0,10.0]
exp_n11d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,11d2,2,bf16,59.00,6.30,1,[-10.0,10.0]
exp_n11d4_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,11d4,2,bf16,11.00,6.95,1,[-10.0,10.0]
exp_n12d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,12d1,2,bf16,38.00,6.40,1,[-10.0,10.0]
exp_n12d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,12d3,2,bf16,8.00,6.95,1,[-10.0,10.0]
exp_n13d1_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,13d1,2,bf16,24.00,6.73,1,[-10.0,10.0]
exp_n13d3_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,13d3,2,bf16,3.00,7.29,1,[-10.0,10.0]
exp_n14d2_s2_uniform_rational_ulp.csv,exp,exponent_alu_exp2,14d2,2,bf16,4.00,7.29,1,[-10.0,10.0]
exp_n1d1_s2_uniform_rational_ulp.csv,exp,exp,1d1,2,bf16,0.03,4.86,1,[-10.0,10.0]
exp_n2d2_s1_uniform_rational_ulp.csv,exp,exponent_alu_exp2,2d2,1,bf16,171.95,2.44,1,[-10.0,10.0]
exp_n3d2_s1_uniform_rational_ulp.csv,exp,exp,3d2,1,bf16,0.00,4.52,1,[-10.0,10.0]
